ct_onehot__job__title_categorized_Government/Civil Service/Education,ct_onehot__job__title_categorized_Healthcare,ct_onehot__job__title_categorized_Manufacturing/Engineering,ct_onehot__job__title_categorized_Retail/Hospitality/Logistics,ct_onehot__job__title_categorized_Self-Employed,ct_onehot__purpose__purpose_clustered_life,ct_onehot__purpose__purpose_clustered_other,ct_scale__skew__installment_sqrt,ct_scale__skew__total_acc_sqrt,ct_pass__date__time_to_last_payment,ct_pass__date__daysdiff_issue_pull,ct_pass__state__north_state_address,ct_pass__progress__loan_to_income_full_period,basic_num__dti,basic_num__annual_income,basic_num__emp_years,basic_num__sub_grade_numeric,basic_cat__home_ownership_OTHER,basic_cat__home_ownership_OWN,basic_cat__home_ownership_RENT,basic_cat__loan_status_Current,basic_cat__verification_status_Source Verified,basic_cat__verification_status_Verified
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0767393979098558,0.29745748574988384,2.4848391503585083,-2.7168146023846744,1.0,0.04909090909090909,-0.8534009930823274,0.2476884024989731,0.5743459850052536,1.9056423023644042,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0910900675173327,-0.8893385080900994,-0.43015046865829837,1.0900585822190227,1.0,0.05,0.1845794500155016,-0.5932103870653594,-0.83241913817016,-1.0227544001242928,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1729571290154674,1.0682973910104383,-0.43015046865829837,-0.5729853969763812,1.0,0.06944444444444445,0.013582671817304446,0.6817006809837899,0.01163993573508817,1.0271232916177953,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4835381789076145,-2.1003056344428903,-0.43015046865829837,-0.5651036719564978,0.0,0.026194218221650713,-1.5268883037050518,-0.566138871194869,-1.3951251874403254,1.1735431267422303,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9280550001526204,-0.6597704837769229,-0.43015046865829837,1.12946720731844,0.0,0.09875,1.4010565300044313,-0.4033300152282521,1.4184050589105017,1.3199629618666648,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0140198595000567,0.46291177894243946,-0.43015046865829837,-0.5414584968968474,1.0,0.12193932299287874,-0.17691373898244167,-0.018957891095136226,1.1370520342754191,-0.2906552245021184,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6260624571096944,-0.5511500041145764,-0.43015046865829837,-0.09220017076349195,1.0,0.07111111111111111,-0.25341229765005635,-0.1320723411752416,0.5743459850052536,0.14860428087118627,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.517890571050177,-0.44609377669713746,-0.43015046865829837,-0.8173188725927676,1.0,0.07478033277248083,1.4610553995476585,-0.36546244393045185,1.4184050589105017,2.0520621374888393,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7158784864430049,0.8506134228751808,-0.43015046865829837,1.3422737828552926,0.0,0.04487179487179487,-0.27441190199018584,0.4646945417413815,1.1370520342754191,-0.2906552245021184,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7014236648972183,0.2121431946187453,1.6028064513023066,-0.5414584968968474,0.0,0.02564102564102564,0.7455688802446749,-0.06425792266198897,-1.3951251874403254,0.7342836213689256,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3376538055302682,0.5432509839591729,2.8513537088012795,1.1058220322587897,0.0,0.032,0.35257628473653735,0.6817006809837899,-1.3951251874403254,1.9056423023644042,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4180815620703146,0.29745748574988384,-0.43015046865829837,1.1215854822985565,0.0,0.022222222222222223,-0.5519066736276113,0.27481416990427415,-0.83241913817016,-0.2906552245021184,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7107257383004817,-0.05558732908292757,-0.43015046865829837,-1.045888898169387,0.0,0.11162790697674418,0.9570648953845505,-0.3626413641203005,-0.83241913817016,-0.8763345649998578,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.488668345015071,0.38101215217573897,2.793122423815045,0.38858505544939737,1.0,0.04083333333333333,0.8685665628082907,-0.2948269456070479,1.4184050589105017,-0.729914729875423,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.021510395746477,-0.24540422579498844,-0.43015046865829837,0.40434850548916423,0.0,0.046701692936368944,0.6825700672242867,-0.5586250336236006,0.29299296037017086,-0.5834948947509883,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7488738195322904,0.38101215217573897,2.89759619981976,0.8693702816622867,0.0,0.10076923076923076,0.6690703215770605,-0.24057541079644582,-0.26971308889999457,2.9305811482354485,0.0,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2198941452116149,2.705386320731212,-0.43015046865829837,0.6329185310657838,0.0,0.05714285714285714,-0.4319089345411569,-0.37620424782295103,1.4184050589105017,-0.729914729875423,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6375315132189233,1.4765597107463846,-0.43015046865829837,1.570843808431912,1.0,0.0352,-0.8534009930823274,0.7495150994970425,0.5743459850052536,-0.729914729875423,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.09253364401721192,0.6221156992207747,-0.43015046865829837,0.3728216054096305,0.0,0.02142857142857143,-0.883400427853941,0.5731976113625857,-0.5510661135350773,0.4414439511200559,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0695771139732295,0.5432509839591729,1.3390529840117142,-0.8173188725927676,1.0,0.0380952380952381,0.703569671564416,-0.4711444337415047,0.5743459850052536,-1.0227544001242928,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5308678491033025,1.1387071720980102,1.7072802273070218,0.8536068316225198,0.0,0.0616822429906542,0.5610723563992519,0.5053831928493331,-1.1137721628052426,0.14860428087118627,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07614688306456578,0.12495319164009316,-0.43015046865829837,0.38070333042951393,0.0,0.05454545454545454,0.07508151309911212,-0.19988675968849423,-0.83241913817016,0.5878637862444905,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997214205618283,-0.3442723838711657,1.6028064513023066,-0.5572219469366143,1.0,0.10416666666666667,0.7980678910949988,-0.2948269456070479,1.4184050589105017,0.4414439511200559,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6751698691107223,-0.44609377669713746,-0.43015046865829837,-0.3050067463003446,1.0,0.08461191335740072,-0.07041574554321384,-0.22451695649250758,1.4184050589105017,-0.2906552245021184,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17820484351136792,0.03575803461807397,-0.43015046865829837,-0.5572219469366143,0.0,0.0431465948707328,1.0230636518821006,0.10196877999769585,1.4184050589105017,-0.14423538937768357,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.323985649132337,0.5432509839591729,-0.43015046865829837,-1.045888898169387,1.0,0.05673758865248227,-0.0674158020660524,0.6477934717271636,-1.1137721628052426,-1.1691742352487275,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9561278130080432,-0.5511500041145764,-0.43015046865829837,-2.724696327404558,1.0,0.02359882005899705,-0.0914153498833431,-0.17954243413451845,-0.83241913817016,1.1735431267422303,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.54588155935022,-0.24540422579498844,-0.43015046865829837,-1.045888898169387,1.0,0.06349206349206349,-0.3914096975994787,-0.09138369006729002,-1.1137721628052426,0.5878637862444905,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48821873646311037,0.03575803461807397,-0.43015046865829837,-0.3286519213599949,0.0,0.07692307692307693,1.2405595539762986,-0.24057541079644582,1.4184050589105017,-0.14423538937768357,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35065214774017855,-0.5511500041145764,-0.43015046865829837,1.570843808431912,1.0,0.05714285714285714,-0.26241212808154046,0.0035564958512636466,0.8556990096403363,-1.0227544001242928,0.0,0.0,1.0,0.0,1.0,0.0
