address_state,emp_title,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,purpose,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,emp_years,grade_numeric,sub_grade_numeric,issue_year,issue_month,issue_day,issue_weekday,last_credit_pull_year,last_credit_pull_month,last_credit_pull_day,last_credit_pull_weekday,last_payment_year,last_payment_month,last_payment_day,last_payment_weekday,next_payment_year,next_payment_month,next_payment_day,next_payment_weekday,term_months,north_south_address,purpose_clustered,daysdiff_issue_pull,pull_after_issue,last_next_diff,end_date,time_to_last_payment,log_loan_amount,emp_category,installment_sqrt,total_acc_sqrt,total_payment_sqrt,payment_progress,loan_to_income
GA,Other,RENT,2021-02-11,2021-09-13,2021-04-13,Charged Off,2021-05-13,car,Source Verified,30000.0,0.01,59.83,0.1527,2500,4,1009,0,2,2.6,2021,2,11,3,2021,9,13,0,2021,4,13,1,2021,5,13,3,60,South,life,-214,0,30,2026-02-11,1735,7.824046010856292,Other,7.734985455707076,2.0,31.76476034853718,0.281074154549,0.08333333333333333
CA,Other,RENT,2021-01-01,2021-12-14,2021-01-15,Fully Paid,2021-02-15,car,Source Verified,48000.0,0.0535,109.43,0.1864,3000,4,3939,9,4,4.0,2021,1,1,4,2021,12,14,1,2021,1,15,4,2021,2,15,0,36,South,life,-347,0,0,2024-01-01,0,8.006367567650246,Other,10.460879504133484,2.0,62.76145313805282,0.9998781565079654,0.0625
CA,Other,RENT,2021-01-05,2021-12-12,2021-01-09,Charged Off,2021-02-09,car,Not Verified,50000.0,0.2088,421.65,0.1596,12000,11,3522,4,2,2.8,2021,1,5,1,2021,12,12,6,2021,1,9,5,2021,2,9,1,36,South,life,-341,0,31,2024-01-05,1060,9.392661928770137,Other,20.534117950377123,3.3166247903554,59.34644049983116,0.23202498122455434,0.24
TX,Other,MORTGAGE,2021-02-25,2021-12-12,2021-03-12,Fully Paid,2021-04-12,car,Source Verified,42000.0,0.054,97.06,0.1065,4500,9,4911,0,1,1.2,2021,2,25,3,2021,12,12,6,2021,3,12,4,2021,4,12,0,60,South,life,-290,0,0,2026-02-25,0,8.411832675758411,Other,9.851903369400251,3.0,70.07852738178792,0.8432928085720173,0.10714285714285714
IL,Other,MORTGAGE,2021-01-01,2021-12-14,2021-01-15,Fully Paid,2021-02-15,car,Verified,83000.0,0.0231,106.53,0.0603,3500,28,3835,10,0,0.0,2021,1,1,4,2021,12,14,1,2021,1,15,4,2021,2,15,0,36,North,life,-347,0,0,2024-01-01,0,8.160518247477505,Other,10.321337122679406,5.291502622129181,61.927376821564145,0.9999791399397144,0.04216867469879518
CA,Other,RENT,2021-07-17,2021-03-16,2021-08-12,Fully Paid,2021-09-12,car,Not Verified,28000.0,0.126,275.96,0.1465,8000,11,8637,3,2,2.4,2021,7,17,5,2021,3,16,1,2021,8,12,3,2021,9,12,6,36,South,life,123,1,0,2024-07-17,0,8.987196820661973,Other,16.61204382368407,3.3166247903554,92.93546147730693,0.8693892834710345,0.2857142857142857
TX,American Airlines,MORTGAGE,2021-11-19,2021-06-14,2021-12-13,Fully Paid,2022-01-13,car,Verified,94800.0,0.2453,205.86,0.1427,6000,30,7218,10,2,2.2,2021,11,19,4,2021,6,14,0,2021,12,13,0,2022,1,13,3,36,South,life,158,1,0,2024-11-19,0,8.699514748210191,Transportation/Logistics,14.347822134386808,5.477225575051661,84.95881355103778,0.9739628873992032,0.06329113924050633
PA,Other,OWN,2021-06-11,2021-07-14,2021-07-14,Fully Paid,2021-08-14,car,Source Verified,59000.0,0.0665,172.1,0.079,5500,23,6172,10,0,0.6,2021,6,11,4,2021,7,14,2,2021,7,14,2,2021,8,14,5,36,North,life,-33,0,0,2024-06-11,0,8.612503371220562,Other,13.118688958886096,4.795831523312719,78.56207736560943,0.9961908451158887,0.09322033898305085
FL,Other,MORTGAGE,2021-09-02,2021-06-15,2021-10-12,Charged Off,2021-11-12,car,Verified,116400.0,0.0394,762.08,0.089,24000,31,8650,10,0,0.8,2021,9,2,3,2021,6,15,1,2021,10,12,1,2021,11,12,4,36,South,life,79,1,31,2024-09-02,1025,10.085809109330082,Other,27.60579649276579,5.5677643628300215,93.00537618869137,0.31529206615811695,0.20618556701030927
MI,Other,MORTGAGE,2021-02-09,2021-03-16,2021-03-16,Fully Paid,2021-04-16,car,Not Verified,36000.0,0.1773,93.21,0.1269,4125,21,5551,10,1,1.8,2021,2,9,1,2021,3,16,1,2021,3,16,1,2021,4,16,4,60,North,life,-35,0,0,2026-02-09,0,8.324821298768782,Other,9.654532614269838,4.58257569495584,74.50503338701353,0.99256159925616,0.11458333333333333
TX,Other,MORTGAGE,2021-07-22,2021-09-13,2021-08-13,Fully Paid,2021-09-13,car,Not Verified,75000.0,0.088,181.15,0.1269,5400,33,6277,10,1,1.8,2021,7,22,3,2021,9,13,0,2021,8,13,4,2021,9,13,0,36,South,life,-53,0,0,2024-07-22,0,8.594154232552366,Other,13.459197598668355,5.744562646538029,79.22752047110903,0.9625233845493298,0.072
CA,Other,RENT,2021-09-11,2021-03-13,2021-10-12,Charged Off,2021-11-12,car,Not Verified,75000.0,0.2288,374.26,0.1242,11200,13,4225,3,1,1.6,2021,9,11,5,2021,3,13,5,2021,10,12,1,2021,11,12,4,36,South,life,182,1,31,2024-09-11,1034,9.323669057283185,Other,19.345800577903205,3.605551275463989,65.0,0.3135817643112037,0.14933333333333335
CA,Other,RENT,2021-08-11,2021-10-13,2021-09-13,Fully Paid,2021-10-13,car,Not Verified,35000.0,0.0401,165.38,0.1171,5000,3,5728,4,1,1.4,2021,8,11,2,2021,10,13,2,2021,9,13,0,2021,10,13,2,36,South,life,-63,0,0,2024-08-11,0,8.517193191416238,Other,12.860015552090129,1.7320508075688772,75.68355171369801,0.9620940325983257,0.14285714285714285
CA,Other,RENT,2021-12-11,2021-12-14,2021-12-14,Fully Paid,2022-01-14,car,Not Verified,48000.0,0.1533,268.36,0.1269,8000,15,9661,5,1,1.8,2021,12,11,5,2021,12,14,1,2021,12,14,1,2022,1,14,4,36,South,life,-3,0,0,2024-12-11,0,8.987196820661973,Other,16.381697103780184,3.872983346207417,98.29038610159185,1.0000041403752835,0.16666666666666666
IL,Other,RENT,2021-10-11,2021-12-14,2021-12-14,Fully Paid,2022-01-14,car,Not Verified,92000.0,0.106,200.5,0.1242,6000,18,7218,4,1,1.6,2021,10,11,0,2021,12,14,1,2021,12,14,1,2022,1,14,4,36,North,life,-64,0,0,2024-10-11,0,8.699514748210191,Other,14.159802258506296,4.242640687119285,84.95881355103778,1.0,0.06521739130434782
RI,Other,RENT,2021-12-11,2021-02-14,2021-10-13,Charged Off,2021-11-13,car,Source Verified,60000.0,0.063,400.99,0.1242,12000,14,9547,0,1,1.6,2021,12,11,5,2021,2,14,6,2021,10,13,2,2021,11,13,5,36,North,life,300,1,31,2024-12-11,1124,9.392661928770137,Other,20.024734704859387,3.7416573867739413,97.70875088752287,0.6613492716637434,0.2
TX,Other,RENT,2021-12-02,2021-04-16,2021-12-14,Fully Paid,2022-01-14,car,Verified,16800.0,0.035,98.29,0.0991,3050,8,3538,1,1,1.0,2021,12,2,3,2021,4,16,4,2021,12,14,1,2022,1,14,4,36,South,life,230,1,0,2024-12-02,0,8.022896869601457,Other,9.914131328563284,2.8284271247461903,59.481089431852205,0.9998756514170086,0.18154761904761904
NY,Other,RENT,2021-10-09,2021-09-15,2021-11-12,Fully Paid,2021-12-12,car,Source Verified,40000.0,0.1869,343.09,0.1427,10000,7,11156,4,2,2.2,2021,10,9,5,2021,9,15,2,2021,11,12,4,2021,12,12,6,36,North,life,24,1,0,2024-10-09,0,9.210340371976184,Other,18.52268878969789,2.6457513110645907,105.62196741208714,0.9032291494619163,0.25
FL,Other,MORTGAGE,2021-12-12,2021-12-14,2021-12-14,Fully Paid,2022-01-14,car,Verified,35000.0,0.1392,162.87,0.1065,5000,23,5863,10,1,1.2,2021,12,12,6,2021,12,14,1,2021,12,14,1,2022,1,14,4,36,South,life,-2,0,0,2024-12-12,0,8.517193191416238,Other,12.762053126358627,4.795831523312719,76.5702292016943,0.9999454234119919,0.14285714285714285
MD,No title,OWN,2021-02-02,2021-05-16,2021-02-15,Fully Paid,2021-03-15,car,Not Verified,40000.0,0.0957,176.51,0.1629,5000,13,6361,10,3,3.0,2021,2,2,1,2021,5,16,6,2021,2,15,0,2021,3,15,0,36,North,life,-103,0,0,2024-02-02,0,8.517193191416238,Tech/Telecom,13.285706605220513,3.605551275463989,79.75587752636166,1.0010449518126137,0.125
WI,Other,RENT,2021-07-07,2021-04-16,2021-08-10,Fully Paid,2021-09-10,car,Not Verified,40000.0,0.0255,155.38,0.0743,5000,7,5594,6,0,0.2,2021,7,7,2,2021,4,16,4,2021,8,10,1,2021,9,10,4,36,North,life,82,1,0,2024-07-07,0,8.517193191416238,Other,12.46515142306743,2.6457513110645907,74.79304780526061,1.0000572074198022,0.125
FL,No title,MORTGAGE,2021-01-08,2021-05-16,2021-02-10,Charged Off,2021-03-10,car,Not Verified,120000.0,0.0767,69.14,0.0743,2225,20,2508,0,0,0.2,2021,1,8,4,2021,5,16,6,2021,2,10,2,2021,3,10,2,36,South,life,-128,0,28,2024-01-08,1034,7.707512194600341,Tech/Telecom,8.315046602394961,4.47213595499958,50.07993610219566,1.0076173946581815,0.018541666666666668
MI,Other,MORTGAGE,2021-08-09,2021-05-16,2021-06-11,Charged Off,2021-07-11,car,Not Verified,60000.0,0.1108,131.22,0.1114,4000,33,2755,0,1,1.0,2021,8,9,0,2021,5,16,6,2021,6,11,4,2021,7,11,6,36,North,life,85,1,30,2024-08-09,1125,8.294049640102028,Other,11.45512985522207,5.744562646538029,52.48809388804284,0.583202086402818,0.06666666666666667
MD,self employed,OWN,2021-01-08,2021-12-09,2021-08-08,Charged Off,2021-09-08,car,Not Verified,72000.0,0.0512,262.26,0.1109,8000,8,2135,4,2,2.2,2021,1,8,4,2021,12,9,3,2021,8,8,6,2021,9,8,2,36,North,life,-335,0,31,2024-01-08,852,8.987196820661973,Other,16.194443491518935,2.8284271247461903,46.20606020859169,0.22613267580094393,0.1111111111111111
NV,Clark County School District,MORTGAGE,2021-01-11,2021-02-13,2021-08-12,Charged Off,2021-09-12,car,Not Verified,70800.0,0.0795,77.95,0.0766,2500,39,1479,10,0,0.8,2021,1,11,0,2021,2,13,5,2021,8,12,3,2021,9,12,6,36,North,life,-33,0,31,2024-01-11,851,7.824046010856292,Education,8.8289297199604,6.244997998398398,38.45776904605882,0.5270472525122941,0.03531073446327684
PA,Other,MORTGAGE,2021-11-11,2021-11-13,2021-06-13,Charged Off,2021-07-13,car,Not Verified,80000.0,0.0648,124.45,0.0751,4000,11,2479,6,0,0.4,2021,11,11,3,2021,11,13,5,2021,6,13,6,2021,7,13,1,36,North,life,-2,0,30,2024-11-11,1217,8.294049640102028,Other,11.155716023635597,3.3166247903554,49.78955713801841,0.553323512343199,0.05
GA,Other,MORTGAGE,2021-06-09,2021-05-16,2021-12-09,Charged Off,2022-01-09,car,Not Verified,36000.0,0.15,385.14,0.0963,12000,24,2306,0,0,0.8,2021,6,9,2,2021,5,16,6,2021,12,9,3,2022,1,9,6,36,South,life,24,1,31,2024-06-09,882,9.392661928770137,Other,19.62498407642666,4.898979485566356,48.02082881417188,0.16631758725542806,0.3333333333333333
MI,Other,MORTGAGE,2021-10-09,2021-05-16,2021-02-12,Charged Off,2021-03-12,car,Not Verified,45000.0,0.152,222.41,0.0894,7000,24,6446,10,0,0.8,2021,10,9,5,2021,5,16,6,2021,2,12,4,2021,3,12,4,36,North,life,146,1,28,2024-10-09,1307,8.85366542803745,Other,14.913416778190033,4.898979485566356,80.2869852466762,0.805069716089904,0.15555555555555556
MI,Other,MORTGAGE,2021-01-11,2021-05-16,2021-10-13,Charged Off,2021-11-13,car,Not Verified,86400.0,0.0385,280.62,0.0766,9000,10,8945,3,0,0.8,2021,1,11,0,2021,5,16,6,2021,10,13,2,2021,11,13,5,36,North,life,-125,0,31,2024-01-11,789,9.104979856318357,Other,16.75171632997646,3.1622776601683795,94.57801012920498,0.885440176117961,0.10416666666666667
UT,Other,MORTGAGE,2021-06-11,2021-05-16,2021-07-12,Charged Off,2021-08-12,car,Not Verified,24600.0,0.0785,152.42,0.089,4800,21,1978,6,0,0.8,2021,6,11,4,2021,5,16,6,2021,7,12,0,2021,8,12,3,36,North,life,26,1,31,2024-06-11,1034,8.476371196895983,Other,12.345849504995595,4.58257569495584,44.474711915874174,0.3604805435273878,0.1951219512195122
GA,Other,MORTGAGE,2021-01-10,2021-11-10,2021-07-10,Charged Off,2021-08-10,car,Not Verified,30000.0,0.0992,164.85,0.1148,5000,19,884,0,1,1.2,2021,1,10,6,2021,11,10,2,2021,7,10,5,2021,8,10,1,36,South,life,-304,0,31,2024-01-10,883,8.517193191416238,Other,12.839392508993562,4.358898943540674,29.732137494637012,0.14895696424358845,0.16666666666666666
WA,No title,MORTGAGE,2021-05-11,2021-05-16,2021-01-13,Charged Off,2021-02-13,car,Not Verified,48000.0,0.2357,197.83,0.1149,6000,27,3950,6,1,1.6,2021,5,11,1,2021,5,16,6,2021,1,13,2,2021,2,13,5,36,North,life,-5,0,31,2024-05-11,1183,8.699514748210191,Tech/Telecom,14.065205295337854,5.196152422706632,62.849025449882674,0.5546288339595724,0.125
FL,Other,MORTGAGE,2021-11-11,2021-04-14,2021-12-13,Charged Off,2022-01-13,car,Not Verified,60000.0,0.0366,217.32,0.1465,6300,10,5554,6,2,2.4,2021,11,11,3,2021,4,14,2,2021,12,13,0,2022,1,13,3,36,South,life,211,1,31,2024-11-11,1033,8.748304912379623,Other,14.741777369096306,3.1622776601683795,74.52516353554684,0.709910628463914,0.105
FL,Other,MORTGAGE,2021-03-10,2021-12-12,2021-07-12,Charged Off,2021-08-12,car,Not Verified,34000.0,0.1486,210.07,0.157,6000,6,5986,2,3,3.6,2021,3,10,2,2021,12,12,6,2021,7,12,0,2021,8,12,3,36,South,life,-277,0,31,2024-03-10,941,8.699514748210191,Other,14.493791774411553,2.449489742783178,77.3692445355388,0.7915350967666863,0.17647058823529413
GA,Other,OWN,2021-05-10,2021-01-12,2021-08-11,Charged Off,2021-09-11,car,Not Verified,18000.0,0.216,148.59,0.0788,4750,16,2216,0,0,0.8,2021,5,10,0,2021,1,12,1,2021,8,11,2,2021,9,11,5,36,South,life,118,1,31,2024-05-10,972,8.465899897028686,Other,12.189749792346026,4.0,47.07440918375928,0.41426445625920694,0.2638888888888889
CA,Other,OWN,2021-01-10,2021-03-12,2021-10-11,Charged Off,2021-11-11,car,Not Verified,43800.0,0.0737,148.32,0.0705,4800,7,3210,10,0,0.0,2021,1,10,6,2021,3,12,4,2021,10,11,0,2021,11,11,3,36,South,life,-61,0,31,2024-01-10,790,8.476371196895983,Other,12.178669878110663,2.6457513110645907,56.65686189686118,0.6011776339446243,0.1095890410958904
NH,self,OWN,2021-05-09,2021-06-11,2021-01-11,Charged Off,2021-02-11,car,Not Verified,98736.0,0.0812,50.58,0.1189,9000,19,1045,10,1,1.6,2021,5,9,6,2021,6,11,4,2021,1,11,0,2021,2,11,3,36,North,life,-33,0,31,2024-05-09,1183,9.104979856318357,Other,7.111961754677819,4.358898943540674,32.32645975048923,0.5738983348710514,0.09115216334467671
TX,Other,OWN,2021-04-11,2021-12-13,2021-07-13,Charged Off,2021-08-13,car,Not Verified,48000.0,0.051,60.34,0.1074,1850,45,1655,1,1,1.6,2021,4,11,6,2021,12,13,0,2021,7,13,1,2021,8,13,4,36,South,life,-246,0,31,2024-04-11,972,7.52294091807237,Other,7.767882594375381,6.708203932499369,40.681691213615984,0.7618863477332154,0.03854166666666667
PA,Other,OWN,2021-07-09,2021-05-16,2021-10-09,Charged Off,2021-11-09,car,Not Verified,27852.0,0.1021,141.2,0.1284,4200,28,282,0,2,2.2,2021,7,9,4,2021,5,16,6,2021,10,9,5,2021,11,9,1,36,North,life,54,1,31,2024-07-09,973,8.34283980427146,Other,11.882760622010357,5.291502622129181,16.792855623746664,0.05547686496694995,0.15079707022834984
CA,Other,RENT,2021-06-11,2021-06-12,2021-02-12,Charged Off,2021-03-12,car,Not Verified,48000.0,0.2585,186.61,0.0749,6000,16,1575,6,0,0.6,2021,6,11,4,2021,6,12,5,2021,2,12,4,2021,3,12,4,36,South,life,-1,0,28,2024-06-11,1187,8.699514748210191,Other,13.660527076214885,4.0,39.68626966596886,0.23444617115910182,0.125
HI,Other,RENT,2021-10-11,2021-03-14,2021-10-13,Charged Off,2021-11-13,car,Not Verified,30000.0,0.1872,228.63,0.089,7200,25,5845,7,0,0.8,2021,10,11,0,2021,3,14,6,2021,10,13,2,2021,11,13,5,36,South,life,211,1,31,2024-10-11,1063,8.881836305004146,Other,15.120515864215744,5.0,76.4525996941896,0.7101478857153966,0.24
WA,Other,RENT,2021-06-11,2021-04-14,2021-11-13,Charged Off,2021-12-13,car,Not Verified,22800.0,0.0526,75.76,0.0849,2400,3,2278,3,0,0.8,2021,6,11,4,2021,4,14,2,2021,11,13,5,2021,12,13,0,36,North,life,58,1,30,2024-06-11,911,7.783224016336037,Other,8.704022058795578,1.7320508075688772,47.7283982551269,0.835239938988619,0.10526315789473684
FL,walmart,RENT,2021-12-09,2021-04-11,2021-11-10,Charged Off,2021-12-10,car,Not Verified,12720.0,0.0,231.75,0.0705,7500,9,2073,1,0,0.0,2021,12,9,3,2021,4,11,6,2021,11,10,2,2021,12,10,4,36,South,life,242,1,30,2024-12-09,1095,8.922658299524402,Retail/Hospitality,15.22333734763833,3.0,45.53020975132884,0.2484717727436174,0.589622641509434
MA,Other,RENT,2021-03-10,2021-04-16,2021-03-11,Charged Off,2021-04-11,car,Not Verified,31000.0,0.0159,182.66,0.1136,5550,5,2083,5,1,1.8,2021,3,10,2,2021,4,16,4,2021,3,11,3,2021,4,11,6,36,North,life,-37,0,31,2024-03-10,1064,8.62155320674048,Other,13.515176654413363,2.23606797749979,45.639894828976104,0.31676946847208537,0.17903225806451614
NV,Other,RENT,2021-11-09,2021-11-11,2021-07-11,Charged Off,2021-08-11,car,Not Verified,89650.0,0.0056,725.31,0.1148,22000,19,15424,8,1,1.2,2021,11,9,1,2021,11,11,3,2021,7,11,6,2021,8,11,2,36,North,life,-2,0,31,2024-11-09,1186,9.998797732340453,Other,26.9315799759316,4.358898943540674,124.1933975700802,0.5907052769773539,0.24539877300613497
OK,Other,RENT,2021-05-11,2021-02-15,2021-06-12,Charged Off,2021-07-12,car,Not Verified,45000.0,0.1464,332.1,0.1199,10000,18,4553,3,1,1.8,2021,5,11,1,2021,2,15,0,2021,6,12,5,2021,7,12,0,36,South,life,85,1,30,2024-05-11,1034,9.210340371976184,Other,18.22361105818493,4.242640687119285,67.47592163134935,0.38082572183746527,0.2222222222222222
NJ,Other,RENT,2021-03-09,2021-07-11,2021-03-11,Charged Off,2021-04-11,car,Not Verified,39996.0,0.2298,261.71,0.1095,8000,43,6197,10,1,1.0,2021,3,9,1,2021,7,11,6,2021,3,11,3,2021,4,11,6,36,North,life,-124,0,31,2024-03-09,1063,8.987196820661973,Other,16.17745344607735,6.557438524302,78.7210264160726,0.6577467001218482,0.2000200020002
OH,Other,RENT,2021-05-10,2021-05-16,2021-12-11,Charged Off,2022-01-11,car,Not Verified,49800.0,0.174,163.68,0.1099,5000,13,3110,0,1,1.6,2021,5,10,0,2021,5,16,6,2021,12,11,5,2022,1,11,1,36,North,life,-6,0,31,2024-05-10,850,8.517193191416238,Other,12.793748473375581,3.605551275463989,55.767373974394744,0.5277913544042576,0.10040160642570281
IL,Other,RENT,2021-05-09,2021-03-12,2021-10-11,Charged Off,2021-11-11,car,Not Verified,15000.0,0.1688,106.61,0.1221,3200,19,3140,8,1,1.8,2021,5,9,6,2021,3,12,4,2021,10,11,0,2021,11,11,3,36,North,life,58,1,31,2024-05-09,910,8.070906088787819,Other,10.325211862233143,4.358898943540674,56.0357029044876,0.8181429717870953,0.21333333333333335
CA,Other,RENT,2021-10-08,2021-05-16,2021-09-09,Charged Off,2021-10-09,car,Not Verified,48000.0,0.1753,200.47,0.1241,6000,14,5104,2,2,2.4,2021,10,8,4,2021,5,16,6,2021,9,9,3,2021,10,9,5,36,South,life,145,1,30,2024-10-08,1095,8.699514748210191,Other,14.158742882049946,3.7416573867739413,71.442284397967,0.7072269056605865,0.125
TX,Other,RENT,2021-03-08,2021-12-10,2021-08-10,Charged Off,2021-09-10,car,Not Verified,37440.0,0.0772,98.7,0.1134,3000,14,2798,0,2,2.2,2021,3,8,0,2021,12,10,4,2021,8,10,1,2021,9,10,4,36,South,life,-277,0,31,2024-03-08,910,8.006367567650246,Other,9.934787365615835,3.7416573867739413,52.896124621752776,0.7874591917145108,0.08012820512820513
AZ,Other,RENT,2021-08-11,2021-05-16,2021-05-13,Charged Off,2021-06-13,car,Not Verified,105000.0,0.135,382.74,0.1399,11200,29,8037,7,2,2.4,2021,8,11,2,2021,5,16,6,2021,5,13,3,2021,6,13,6,36,South,life,87,1,31,2024-08-11,1155,9.323669057283185,Other,19.563741973354688,5.385164807134504,89.6493167849036,0.5832941422375503,0.10666666666666667
FL,Starbucks,RENT,2021-11-08,2021-01-11,2021-08-10,Charged Off,2021-09-10,car,Not Verified,15000.0,0.14,136.08,0.1367,4000,13,2685,2,3,3.2,2021,11,8,0,2021,1,11,0,2021,8,10,1,2021,9,10,4,36,South,life,301,1,31,2024-11-08,1155,8.294049640102028,Retail/Hospitality,11.665333257134149,3.605551275463989,51.81698563212646,0.5480844601214971,0.26666666666666666
CA,Other,RENT,2021-12-11,2021-05-16,2021-03-14,Charged Off,2021-04-14,car,Not Verified,59100.0,0.1287,106.62,0.1677,3000,13,2772,4,3,3.2,2021,12,11,5,2021,5,16,6,2021,3,14,6,2021,4,14,2,36,South,life,209,1,31,2024-12-11,1337,8.006367567650246,Other,10.325696102442683,3.605551275463989,52.64978632435273,0.7221909585443631,0.050761421319796954
NY,Other,MORTGAGE,2021-04-11,2021-03-14,2021-10-13,Charged Off,2021-11-13,car,Not Verified,126000.0,0.1529,193.61,0.1,6000,22,5796,4,1,1.2,2021,4,11,6,2021,3,14,6,2021,10,13,2,2021,11,13,5,36,North,life,28,1,31,2024-04-11,880,8.699514748210191,Other,13.914381049834736,4.69041575982343,76.13146524269712,0.8315686173234852,0.047619047619047616
WI,Other,MORTGAGE,2021-09-07,2021-08-07,2021-04-08,Fully Paid,2021-05-08,car,Not Verified,173000.0,0.0072,313.67,0.0807,10000,41,10435,0,0,0.6,2021,9,7,1,2021,8,7,5,2021,4,8,3,2021,5,8,5,36,North,life,31,1,0,2024-09-07,0,9.210340371976184,Other,17.710731210201345,6.4031242374328485,102.1518477561713,0.9240957411008738,0.057803468208092484
CT,Other,MORTGAGE,2021-03-08,2021-01-11,2021-10-10,Fully Paid,2021-11-10,car,Not Verified,60000.0,0.0894,316.28,0.0863,10000,27,11340,0,0,0.8,2021,3,8,0,2021,1,11,0,2021,10,10,6,2021,11,10,2,36,North,life,56,1,0,2024-03-08,0,9.210340371976184,Other,17.78426270611183,5.196152422706632,106.4894360957931,0.9959529530795499,0.16666666666666666
TX,Other,MORTGAGE,2021-02-08,2021-05-10,2021-05-10,Fully Paid,2021-06-10,car,Not Verified,40000.0,0.1872,257.24,0.0976,8000,35,9149,5,1,1.2,2021,2,8,0,2021,5,10,0,2021,5,10,0,2021,6,10,3,36,South,life,-91,0,0,2024-02-08,0,8.987196820661973,Other,16.038703189472646,5.916079783099616,95.65040512198576,0.987944677689663,0.2
NJ,Other,MORTGAGE,2021-02-08,2021-09-12,2021-02-11,Fully Paid,2021-03-11,car,Not Verified,200000.0,0.0484,192.93,0.0976,6000,22,6945,9,1,1.2,2021,2,8,0,2021,9,12,6,2021,2,11,3,2021,3,11,3,36,North,life,-216,0,0,2024-02-08,0,8.699514748210191,Other,13.889924405841812,4.69041575982343,83.33666660000267,0.9999308903056375,0.03
MN,Other,MORTGAGE,2021-01-08,2021-01-11,2021-02-11,Fully Paid,2021-03-11,car,Not Verified,72000.0,0.2257,170.72,0.1393,5000,44,6146,10,4,4.0,2021,1,8,4,2021,1,11,0,2021,2,11,3,2021,3,11,3,36,North,life,-3,0,0,2024-01-08,0,8.517193191416238,Other,13.06598637684886,6.6332495807108,78.39642849007855,1.000013016765594,0.06944444444444445
WA,Other,OWN,2021-02-08,2021-09-10,2021-09-10,Fully Paid,2021-10-10,car,Not Verified,10000.0,0.0,142.33,0.0863,4500,6,5096,2,0,0.8,2021,2,8,0,2021,9,10,4,2021,9,10,4,2021,10,10,6,36,North,life,-214,0,0,2024-02-08,0,8.411832675758411,Other,11.930213744941874,2.449489742783178,71.386273190299,0.994558810901114,0.45
CA,Other,RENT,2021-01-08,2021-02-10,2021-02-10,Fully Paid,2021-03-10,car,Not Verified,62000.0,0.1407,345.06,0.0807,11000,23,12247,10,0,0.6,2021,1,8,4,2021,2,10,2,2021,2,10,2,2021,3,10,2,36,South,life,-33,0,0,2024-01-08,0,9.305650551780507,Other,18.575790696495265,4.795831523312719,110.66616465749593,0.9858993926982103,0.1774193548387097
MA,Other,RENT,2021-01-08,2021-04-16,2021-04-10,Fully Paid,2021-05-10,car,Not Verified,28800.0,0.0,108.27,0.0712,3500,5,3863,0,0,0.0,2021,1,8,4,2021,4,16,4,2021,4,10,5,2021,5,10,0,36,North,life,-98,0,0,2024-01-08,0,8.160518247477505,Other,10.405287117614774,2.23606797749979,62.153036933041335,0.991092228277044,0.12152777777777778
CO,Other,RENT,2021-02-08,2021-09-10,2021-09-10,Fully Paid,2021-10-10,car,Not Verified,50000.0,0.0506,194.91,0.1046,6000,21,6982,2,1,1.8,2021,2,8,0,2021,9,10,4,2021,9,10,4,2021,10,10,6,36,North,life,-214,0,0,2024-02-08,0,8.699514748210191,Other,13.961017154921056,4.58257569495584,83.55836283700154,0.9950461466545812,0.12
WA,Other,RENT,2021-01-08,2021-01-11,2021-01-11,Fully Paid,2021-02-11,car,Not Verified,37000.0,0.1674,175.42,0.092,5500,36,6320,3,1,1.0,2021,1,8,4,2021,1,11,0,2021,1,11,0,2021,2,11,3,36,North,life,-3,0,0,2024-01-08,0,8.612503371220562,Other,13.24462154989715,6.0,79.49842765740716,1.000772748578016,0.14864864864864866
TN,Other,RENT,2021-03-08,2021-03-11,2021-03-11,Fully Paid,2021-04-11,car,Not Verified,54263.0,0.1238,115.69,0.1166,3500,23,4164,0,2,2.4,2021,3,8,0,2021,3,11,3,2021,3,11,3,2021,4,11,6,36,South,life,-3,0,0,2024-03-08,0,8.160518247477505,Other,10.75592859775482,4.795831523312719,64.52906321960671,0.9997983115797966,0.06450067264987192
VA,Starbucks,RENT,2021-08-07,2021-06-11,2021-08-10,Fully Paid,2021-09-10,car,Not Verified,18000.0,0.18,130.79,0.1091,4000,5,4708,1,2,2.4,2021,8,7,5,2021,6,11,4,2021,8,10,1,2021,9,10,4,36,South,life,57,1,0,2024-08-07,0,8.294049640102028,Retail/Hospitality,11.43634557015483,2.23606797749979,68.61486719363377,0.999906550789646,0.2222222222222222
VA,Comcast,RENT,2021-02-08,2021-05-16,2021-06-10,Fully Paid,2021-07-10,car,Not Verified,41000.0,0.1692,98.26,0.1103,3000,16,3498,2,2,2.0,2021,2,8,0,2021,5,16,6,2021,6,10,3,2021,7,10,5,36,South,life,-97,0,0,2024-02-08,0,8.006367567650246,Tech/Telecom,9.912618221237011,4.0,59.14389233048498,0.9888730578736684,0.07317073170731707
